CCCM_IDP_Site_Code,Region,District,IDP_Site,Latitude,Longitude
CCCM-SO1701-0017,Nugaal,Garoowe,Waaberi,8.401412,48.5115482
CCCM-SO1701-0018,Nugaal,Garoowe,Yaman,8.4149094,48.5083174
CCCM-SO1201-0002,Woqooyi Galbeed,Hargeysa,Ayax 1 / Ayax,9.533610746,44.03983323
CCCM-SO1201-0003,Woqooyi Galbeed,Hargeysa,Ayax 1B,9.532614545,44.04221962
CCCM-SO1201-0004,Woqooyi Galbeed,Hargeysa,Ayax 2,9.535848011,44.03535347
CCCM-SO1201-0005,Woqooyi Galbeed,Hargeysa,Ayax 3 / Ayah Three,9.524261436,44.02309031
CCCM-SO1201-0006,Woqooyi Galbeed,Hargeysa,Ayax 3B,9.528612812,44.02819923
CCCM-SO1201-0007,Woqooyi Galbeed,Hargeysa,Ayax 4,9.516563714,44.02993566
CCCM-SO1201-0008,Woqooyi Galbeed,Hargeysa,Barasame / Baro Samo,9.008853633,43.9995791
CCCM-SO1201-0011,Woqooyi Galbeed,Hargeysa,Daami B,9.573864976,44.06839702
CCCM-SO1201-0012,Woqooyi Galbeed,Hargeysa,Digaale,9.512962075,44.12051975
CCCM-SO1201-0014,Woqooyi Galbeed,Hargeysa,Jimcaale,9.595279337,44.09455325
CCCM-SO1201-0017,Woqooyi Galbeed,Hargeysa,Malawle,9.575484866,43.9802297
CCCM-SO1201-0018,Woqooyi Galbeed,Hargeysa,Mandheera 1,9.895877131,44.70916031
CCCM-SO1201-0019,Woqooyi Galbeed,Hargeysa,Mandheera 2,9.896837478,44.70894585
CCCM-SO1201-0020,Woqooyi Galbeed,Hargeysa,Maxamed Mooge A,9.539626045,44.10887037
CCCM-SO1201-0021,Woqooyi Galbeed,Hargeysa,Maxamed Mooge B / Mohamed Mooge B,9.5374147,44.103124
CCCM-SO1201-0022,Woqooyi Galbeed,Hargeysa,Naasahablood A / Naaso_Hablood,9.570395636,44.10155631
CCCM-SO1201-0023,Woqooyi Galbeed,Hargeysa,Naasahablood B / Naasa Hablood B,9.58807,44.14691
CCCM-SO1201-0026,Woqooyi Galbeed,Hargeysa,Qalax,9.460739895,44.04710106
CCCM-SO1201-0028,Woqooyi Galbeed,Hargeysa,Salaxley,9.0178827,44.1953442
CCCM-SO1201-0029,Woqooyi Galbeed,Hargeysa,Stadium / Stadium Ka,9.552026782,44.06108491
CCCM-SO1201-0030,Woqooyi Galbeed,Hargeysa,State House,9.559200634,44.04056936
CCCM-SO1803-0001,Mudug,Hobyo,Barwaaqo,5.3554329,48.5289578
CCCM-SO1803-0002,Mudug,Hobyo,Danwadaag,5.3487461,48.5271861
CCCM-SO2804-0001,Lower Juba,Jamaame,Farwaamo Idp,-0.0436821,42.5859102
CCCM-SO2804-0002,Lower Juba,Jamaame,Towfiiq  Idp,-0.0412412,42.5938826
CCCM-SO2003-0001,Hiraan,Jalalaqsi,Badbaado,3.3795767,45.5957564
CCCM-SO2003-0002,Hiraan,Jalalaqsi,Barwaaqo,3.3723189,45.5958122
CCCM-SO2003-0003,Hiraan,Jalalaqsi,Bulsho,3.3765546,45.6165203
CCCM-SO2003-0004,Hiraan,Jalalaqsi,Iftin,3.3712908,45.6065972
CCCM-SO2003-0005,Hiraan,Jalalaqsi,Libilow,3.3898427,45.5925614
CCCM-SO2003-0006,Hiraan,Jalalaqsi,Tawakal,3.3873957,45.6003233
CCCM-SO2003-0007,Hiraan,Jalalaqsi,Wadajir,3.3741856,45.6129569
CCCM-SO2101-0022,Middle Shabelle,Jowhar,Alla Aamin,2.7836793,45.4892892
CCCM-SO2101-0023,Middle Shabelle,Jowhar,Alla tuug,2.7761188,45.486162
CCCM-SO2101-0024,Middle Shabelle,Jowhar,Alle Suge IDP,2.7728337,45.4874999
CCCM-SO2101-0025,Middle Shabelle,Jowhar,Badacas 1,2.7858007,45.4912654
CCCM-SO2101-0026,Middle Shabelle,Jowhar,Birimo,2.7496033,45.5150183
CCCM-SO2101-0003,Middle Shabelle,Jowhar,Biyaso,2.772263,45.5058327
CCCM-SO2101-0027,Middle Shabelle,Jowhar,Dan-wadaag,2.7778769,45.5274389
CCCM-SO2101-0028,Middle Shabelle,Jowhar,Daryeel,2.7800906,45.5214617
CCCM-SO2101-0005,Middle Shabelle,Jowhar,Isnai,2.7743518,45.5035926
CCCM-SO2101-0006,Middle Shabelle,Jowhar,Jiliyale,2.7757296,45.5051322
CCCM-SO2101-0009,Middle Shabelle,Jowhar,Sheikh Omar,2.7751856,45.511678
CCCM-SO2101-0007,Middle Shabelle,Jowhar,Sheikh Oyaaye 1,2.7785255,45.5269576
CCCM-SO2101-0010,Middle Shabelle,Jowhar,Tawakal,2.7767771,45.5053973
CCCM-SO2101-0012,Middle Shabelle,Jowhar,Towfiq,2.8813247,45.4793067
CCCM-SO2801-0001,Lower Juba,Kismaayo,Abaq Banbow,-0.360163,42.5297703
CCCM-SO2801-0002,Lower Juba,Kismaayo,Adat Gari,-0.3398079,42.5640491
CCCM-SO2801-0003,Lower Juba,Kismaayo,Ahmed Bin Xambal,-0.3662376,42.5467132
CCCM-SO2801-0342,Lower Juba,Kismaayo,Alan Oor,-0.3294446,42.4970851
CCCM-SO2801-0343,Lower Juba,Kismaayo,Alan Sakuur,-0.3183047,42.4648986
CCCM-SO2801-0004,Lower Juba,Kismaayo,Alhamdu,-0.3368244,42.529426
CCCM-SO2801-0005,Lower Juba,Kismaayo,Alla Suge,-0.3572713,42.531645
CCCM-SO2801-0006,Lower Juba,Kismaayo,Alle Aamin,-0.3596942,42.5338175
CCCM-SO2801-0300,Lower Juba,Kismaayo,Alle Bari,-0.3372633,42.5379517
CCCM-SO2801-0007,Lower Juba,Kismaayo,Alle Qabe,-0.3552995,42.5312875
CCCM-SO2801-0008,Lower Juba,Kismaayo,Amuudiyow,-0.3641031,42.5272304
CCCM-SO2801-0009,Lower Juba,Kismaayo,Anjeel,-0.3498891,42.5258505
CCCM-SO2801-0010,Lower Juba,Kismaayo,Arare,-0.3372186,42.5332016
CCCM-SO2801-0011,Lower Juba,Kismaayo,Bacaad,-0.3402084,42.5642912
CCCM-SO2801-0012,Lower Juba,Kismaayo,Badar 1,-0.3542754,42.5497272
CCCM-SO2801-0013,Lower Juba,Kismaayo,Badar 2,-0.3542146,42.5496028
CCCM-SO2801-0147,Lower Juba,Kismaayo,Badbaado 1,-0.3439079,42.5259107
CCCM-SO2801-0148,Lower Juba,Kismaayo,Badbaado 2,-0.357121,42.5290466
CCCM-SO2801-0014,Lower Juba,Kismaayo,Bahane,-0.3406008,42.5619636
CCCM-SO2801-0015,Lower Juba,Kismaayo,Bakeeele,-0.3649387,42.5531362
CCCM-SO2801-0016,Lower Juba,Kismaayo,Baladu Rahma,-0.3314866,42.5690588
CCCM-SO2801-0017,Lower Juba,Kismaayo,Banaadir,-0.372171,42.5212886
CCCM-SO2801-0018,Lower Juba,Kismaayo,Bangeni,-0.3421186,42.5293532
CCCM-SO2801-0019,Lower Juba,Kismaayo,Barako,-0.3664778,42.5470418
CCCM-SO2801-0020,Lower Juba,Kismaayo,Barawe,-0.340506,42.5636525
CCCM-SO2801-0021,Lower Juba,Kismaayo,Barawe 2,-0.3660214,42.5499342
CCCM-SO2801-0022,Lower Juba,Kismaayo,Barawe 3,-0.3320801,42.5373228
CCCM-SO2801-0023,Lower Juba,Kismaayo,Bariga Dhaxe,-0.371128,42.5203053
CCCM-SO2801-0024,Lower Juba,Kismaayo,Barwaaqo,-0.3364481,42.5298132
CCCM-SO2801-0025,Lower Juba,Kismaayo,Bass 1,-0.3398956,42.5607873
CCCM-SO2801-0026,Lower Juba,Kismaayo,Bass 2,-0.3385973,42.5600006
CCCM-SO2801-0027,Lower Juba,Kismaayo,Bass 3,-0.3361654,42.5590132
CCCM-SO2801-0345,Lower Juba,Kismaayo,Bilicsan,-0.2980726,42.4038795
CCCM-SO2801-0028,Lower Juba,Kismaayo,Biyole,-0.3410015,42.5685894
CCCM-SO2801-0029,Lower Juba,Kismaayo,Borow,-0.3398269,42.5632182
CCCM-SO2801-0030,Lower Juba,Kismaayo,Buale,-0.3352848,42.5503313
CCCM-SO2801-0150,Lower Juba,Kismaayo,Bula Garasey,-0.25550702,42.57829769
CCCM-SO2801-0149,Lower Juba,Kismaayo,Bulo Bartire Idp,-0.2012949,42.5825453
CCCM-SO2801-0306,Lower Juba,Kismaayo,Bulo Yanyo,-0.3393033,42.5275138
CCCM-SO2801-0031,Lower Juba,Kismaayo,Bulsho,-0.3659374,42.5475531
CCCM-SO2801-0032,Lower Juba,Kismaayo,Burgaan,-0.3423876,42.5610244
CCCM-SO2801-0033,Lower Juba,Kismaayo,Buula Banaan,-0.3525005,42.5235516
CCCM-SO2801-0034,Lower Juba,Kismaayo,Buulo Fatura,-0.35283118,42.52533353
CCCM-SO2801-0035,Lower Juba,Kismaayo,Buulo Gaduud,-0.3563547,42.5330336
CCCM-SO2801-0036,Lower Juba,Kismaayo,Buulo Hussein,-0.3614638,42.5506874
CCCM-SO2801-0151,Lower Juba,Kismaayo,Buurdheer,-0.3377115,42.5429149
CCCM-SO2801-0354,Lower Juba,Kismaayo,Camp Haji,-0.3689782,42.5292071
CCCM-SO2801-0045,Lower Juba,Kismaayo,Camp 4,-0.3378023,42.5340754
CCCM-SO2801-0301,Lower Juba,Kismaayo,Carmaale,-0.341494,42.5681048
CCCM-SO2801-0307,Lower Juba,Kismaayo,Danwadaag,-0.3708641,42.5214799
CCCM-SO2801-0353,Lower Juba,Kismaayo,Danyar,-0.3507801,42.5238191
CCCM-SO2801-0048,Lower Juba,Kismaayo,Daryeel,-0.3483487,42.5404828
CCCM-SO2801-0050,Lower Juba,Kismaayo,Dharkanley,-0.3613675,42.550431
CCCM-SO2801-0346,Lower Juba,Kismaayo,Dhigaal,-0.3587121,42.5240277
CCCM-SO2801-0051,Lower Juba,Kismaayo,Dhumaase,-0.33862,42.5591458
CCCM-SO2801-0053,Lower Juba,Kismaayo,Dudu,-0.3506529,42.5293088
CCCM-SO2801-0168,Lower Juba,Kismaayo,Dulcad,-0.3440863,42.5274351
CCCM-SO2801-0325,Lower Juba,Kismaayo,Elcad,-0.3457829,42.5263903
CCCM-SO2801-0154,Lower Juba,Kismaayo,Eljale 1,-0.2259265,42.5950084
CCCM-SO2801-0155,Lower Juba,Kismaayo,Eljale 2,-0.2198487,42.5926245
CCCM-SO2801-0054,Lower Juba,Kismaayo,Farhan,-0.3399514,42.5625815
CCCM-SO2801-0055,Lower Juba,Kismaayo,Farhantwo,-0.3391823,42.54793
CCCM-SO2801-0322,Lower Juba,Kismaayo,Fathi,-0.3446164,42.5264953
CCCM-SO2801-0056,Lower Juba,Kismaayo,Feer Sagara,-0.3640453,42.5247408
CCCM-SO2801-0057,Lower Juba,Kismaayo,Gabow,-0.3739357,42.5188607
CCCM-SO2801-0058,Lower Juba,Kismaayo,Galayrada,-0.3393033,42.5275138
CCCM-SO2801-0037,Lower Juba,Kismaayo,Galbet,-0.3569177,42.5306071
CCCM-SO2801-0059,Lower Juba,Kismaayo,Galey,-0.3669059,42.5499586
CCCM-SO2801-0328,Lower Juba,Kismaayo,Galool-Yaryar,-0.2493208,42.4633011
CCCM-SO2801-0060,Lower Juba,Kismaayo,Gargaar,-0.3323159,42.5646765
CCCM-SO2801-0347,Lower Juba,Kismaayo,Gasho,-0.2565852,42.4685194
CCCM-SO2801-0061,Lower Juba,Kismaayo,Geldone,-0.3637509,42.5510423
CCCM-SO2801-0062,Lower Juba,Kismaayo,Gimey,-0.3406999,42.5596612
CCCM-SO2801-0063,Lower Juba,Kismaayo,Gubakibir,-0.3545579,42.52554844
CCCM-SO2801-0355,Lower Juba,Kismaayo,Gududey,-0.3338761,42.5671363
CCCM-SO2801-0064,Lower Juba,Kismaayo,Gumaini,-0.3351887,42.5295651
CCCM-SO2801-0065,Lower Juba,Kismaayo,Habaaqa,-0.3513682,42.5324103
CCCM-SO2801-0348,Lower Juba,Kismaayo,Hadafow,-0.27895,42.4817508
CCCM-SO2801-0308,Lower Juba,Kismaayo,Hadweyne,-0.3696538,42.5235886
CCCM-SO2801-0066,Lower Juba,Kismaayo,Haidafin,-0.3581414,42.5305491
CCCM-SO2801-0067,Lower Juba,Kismaayo,Haji Bola,-0.3407391,42.5628582
CCCM-SO2801-0156,Lower Juba,Kismaayo,Hajiweyne Idp ,-0.1747535,42.5801912
CCCM-SO2801-0068,Lower Juba,Kismaayo,Halane,-0.3403151,42.5622742
CCCM-SO2801-0069,Lower Juba,Kismaayo,Halgan,-0.3396202,42.5608019
CCCM-SO2801-0070,Lower Juba,Kismaayo,Halgan 2,-0.3403886,42.5615684
CCCM-SO2801-0072,Lower Juba,Kismaayo,Hamdi 2,-0.341854,42.5616238
CCCM-SO2801-0073,Lower Juba,Kismaayo,Hamdi 3,-0.3420581,42.5619101
CCCM-SO2801-0074,Lower Juba,Kismaayo,Hangish,-0.3658802,42.5487718
CCCM-SO2801-0075,Lower Juba,Kismaayo,Haraac,-0.355299,42.5357405
CCCM-SO2801-0076,Lower Juba,Kismaayo,Harbole,-0.3300982,42.5658859
CCCM-SO2801-0330,Lower Juba,Kismaayo,Hargeysa,-0.3340105,42.5671693
CCCM-SO2801-0039,Lower Juba,Kismaayo,Hashi,-0.33582225,42.53336683
CCCM-SO2801-0077,Lower Juba,Kismaayo,Hilac,-0.3389767,42.5608433
CCCM-SO2801-0078,Lower Juba,Kismaayo,Horiyo,-0.3419461,42.5615402
CCCM-SO2801-0302,Lower Juba,Kismaayo,Horseed,-0.332357,42.5695421
CCCM-SO2801-0079,Lower Juba,Kismaayo,Indha Badan,-0.3565357,42.5315201
CCCM-SO2801-0315,Lower Juba,Kismaayo,Istanbul Idp,-0.2089971,42.5917821
CCCM-SO2801-0082,Lower Juba,Kismaayo,Janaa Abdalla,-0.3350579,42.5641319
CCCM-SO2801-0333,Lower Juba,Kismaayo,Janey Cabdalla  Idp,0.0274894,42.2892883
CCCM-SO2801-0083,Lower Juba,Kismaayo,Jibirti 1,-0.3613944,42.5280094
CCCM-SO2801-0084,Lower Juba,Kismaayo,Jibirti 2,-0.3608778,42.5284017
CCCM-SO2801-0040,Lower Juba,Kismaayo,Jibril,-0.3372203,42.5331023
CCCM-SO2801-0326,Lower Juba,Kismaayo,Jore,-0.3678573,42.5213136
CCCM-SO2801-0086,Lower Juba,Kismaayo,Juba,-0.3488131,42.5406292
CCCM-SO2801-0087,Lower Juba,Kismaayo,Kaal Modoon,-0.3614134,42.5292452
CCCM-SO2801-0152,Lower Juba,Kismaayo,Kalil,-0.3465742,42.5283142
CCCM-SO2801-0088,Lower Juba,Kismaayo,Kamatireey,-0.3321464,42.5682292
CCCM-SO2801-0089,Lower Juba,Kismaayo,Kanjaron,-0.3443436,42.5253152
CCCM-SO2801-0309,Lower Juba,Kismaayo,Kaytoy,-0.3508161,42.5324135
CCCM-SO2801-0090,Lower Juba,Kismaayo,Kebo,-0.3662931,42.5498454
CCCM-SO2801-0091,Lower Juba,Kismaayo,Khalid 1,-0.3616388,42.5510854
CCCM-SO2801-0334,Lower Juba,Kismaayo,Khalid 2,-0.367801,42.5526311
CCCM-SO2801-0351,Lower Juba,Kismaayo,Khalid 3,-0.3679952,42.5519285
CCCM-SO2801-0094,Lower Juba,Kismaayo,Kooban 2,-0.3344957,42.531144
CCCM-SO2801-0041,Lower Juba,Kismaayo,Kulmiye,-0.3439401,42.5419859
CCCM-SO2801-0095,Lower Juba,Kismaayo,Lafole,-0.34039491,42.56280248
CCCM-SO2801-0310,Lower Juba,Kismaayo,Maankab,-0.364961,42.5252844
CCCM-SO2801-0097,Lower Juba,Kismaayo,Magar,-0.3300234,42.5637467
CCCM-SO2801-0323,Lower Juba,Kismaayo,Makumani,-0.3588755,42.533246
CCCM-SO2801-0170,Lower Juba,Kismaayo,Malaylay,-0.3416697,42.5676373
CCCM-SO2801-0349,Lower Juba,Kismaayo,Mandeq,-0.3449721,42.5277942
CCCM-SO2801-0099,Lower Juba,Kismaayo,Mano Muufo,-0.3358291,42.5283333
CCCM-SO2801-0100,Lower Juba,Kismaayo,Mareerey,-0.3346908,42.5678761
CCCM-SO2801-0101,Lower Juba,Kismaayo,Mariino,-0.3661768,42.5505254
CCCM-SO2801-0303,Lower Juba,Kismaayo,Misir,-0.3318504,42.5658022
CCCM-SO2801-0102,Lower Juba,Kismaayo,Mofi,-0.3329365,42.5643481
CCCM-SO2801-0339,Lower Juba,Kismaayo,Mofi 2,-0.3465477,42.5576315
CCCM-SO2801-0158,Lower Juba,Kismaayo,Mubarak,-0.3354963,42.5317261
CCCM-SO2801-0103,Lower Juba,Kismaayo,Mudul,-0.3665714,42.5448698
CCCM-SO2801-0104,Lower Juba,Kismaayo,Mumino Market,-0.3415147,42.5612044
CCCM-SO2801-0105,Lower Juba,Kismaayo,Muse Haji,-0.3672895,42.5525543
CCCM-SO2801-0304,Lower Juba,Kismaayo,Naftaquur,-0.3368248,42.5632564
CCCM-SO2801-0106,Lower Juba,Kismaayo,Nageeye,-0.3416749,42.563799
CCCM-SO2801-0107,Lower Juba,Kismaayo,Najax,-0.3422662,42.5608862
CCCM-SO2801-0042,Lower Juba,Kismaayo,Naji,-0.33477116,42.53339097
CCCM-SO2801-0108,Lower Juba,Kismaayo,Nasib,-0.3335344,42.5665927
CCCM-SO2801-0109,Lower Juba,Kismaayo,Nasru -Din,-0.3575794,42.5266983
CCCM-SO2801-0316,Lower Juba,Kismaayo,New Barwaaqo,-0.0859997,42.5697392
CCCM-SO2801-0159,Lower Juba,Kismaayo,New Bulagaduud,-0.0810871,42.5725143
CCCM-SO2801-0312,Lower Juba,Kismaayo,New Gobweyn,-0.2275905,42.5985838
CCCM-SO2801-0313,Lower Juba,Kismaayo,New Luglow,-0.2165098,42.5818055
CCCM-SO2801-0314,Lower Juba,Kismaayo,New Qaam Qaam,-0.2049535,42.59679
CCCM-SO2801-0340,Lower Juba,Kismaayo,Olole,-0.33811076,42.53357696
CCCM-SO2801-0043,Lower Juba,Kismaayo,Owliyo,-0.361663,42.5314518
CCCM-SO2801-0111,Lower Juba,Kismaayo,Qalbi Shareef,-0.35391983,42.52687521
CCCM-SO2801-0329,Lower Juba,Kismaayo,Qaylidheer  Idp,-0.2048873,42.5887893
CCCM-SO2801-0112,Lower Juba,Kismaayo,Qeyre,-0.3676415,42.5515078
CCCM-SO2801-0311,Lower Juba,Kismaayo,Qoraxey,-0.3736061,42.522878
CCCM-SO2801-0113,Lower Juba,Kismaayo,Qoryoley,-0.3418437,42.5683812
CCCM-SO2801-0324,Lower Juba,Kismaayo,Qulac Weyne,-0.3488033,42.5299417
CCCM-SO2801-0160,Lower Juba,Kismaayo,Rahole,-0.3442308,42.5367395
CCCM-SO2801-0114,Lower Juba,Kismaayo,Rajo,-0.3553118,42.5431665
CCCM-SO2801-0161,Lower Juba,Kismaayo,Riqato,-0.33536,42.566535
CCCM-SO2801-0115,Lower Juba,Kismaayo,Saakuyee,-0.3324497,42.5325793
CCCM-SO2801-0116,Lower Juba,Kismaayo,Sabatuni,-0.3667491,42.5514637
CCCM-SO2801-0117,Lower Juba,Kismaayo,Sagal,-0.3408462,42.5613235
CCCM-SO2801-0118,Lower Juba,Kismaayo,Sahal,-0.333277,42.5673112
CCCM-SO2801-0120,Lower Juba,Kismaayo,Sato,-0.3571759,42.5269161
CCCM-SO2801-0121,Lower Juba,Kismaayo,Shabac,-0.3554944,42.5290366
CCCM-SO2801-0122,Lower Juba,Kismaayo,Shamow,-0.3630208,42.5523306
CCCM-SO2801-0162,Lower Juba,Kismaayo,Shimbirey,-0.3444456,42.5272439
CCCM-SO2801-0123,Lower Juba,Kismaayo,Soyaa,-0.3410819,42.5642587
CCCM-SO2801-0044,Lower Juba,Kismaayo,Sulay,-0.3326568,42.5320626
CCCM-SO2801-0124,Lower Juba,Kismaayo,Talex,-0.3667227,42.5509886
CCCM-SO2801-0125,Lower Juba,Kismaayo,Tariiqane,-0.3560638,42.5361079
CCCM-SO2801-0126,Lower Juba,Kismaayo,Tawakal 1,-0.3413098,42.5621457
CCCM-SO2801-0127,Lower Juba,Kismaayo,Tawakal 2,-0.3417117,42.5619633
CCCM-SO2801-0128,Lower Juba,Kismaayo,Tawakal 3,-0.34156012,42.56086526
CCCM-SO2801-0129,Lower Juba,Kismaayo,Towfiq 1,-0.3417419,42.5584669
CCCM-SO2801-0130,Lower Juba,Kismaayo,Towfiq 2,-0.3430268,42.561837
CCCM-SO2801-0131,Lower Juba,Kismaayo,Wadajir,-0.3695235,42.5228884
CCCM-SO2801-0132,Lower Juba,Kismaayo,Wamo 1,-0.3415453,42.5631392
CCCM-SO2801-0133,Lower Juba,Kismaayo,Wamo 2,-0.3418671,42.5631024
CCCM-SO2801-0134,Lower Juba,Kismaayo,Wamo 3,-0.338911,42.563441
CCCM-SO2801-0135,Lower Juba,Kismaayo,Wardher,-0.3396989,42.5619491
CCCM-SO2801-0136,Lower Juba,Kismaayo,Wariri,-0.3589592,42.5310505
CCCM-SO2801-0137,Lower Juba,Kismaayo,Warshada A,-0.3518131,42.5453629
CCCM-SO2801-0138,Lower Juba,Kismaayo,Warshada B1,-0.351529,42.5457919
CCCM-SO2801-0139,Lower Juba,Kismaayo,Warshada B2,-0.3506165,42.5459414
CCCM-SO2801-0140,Lower Juba,Kismaayo,Warshada C,-0.3506273,42.5450352
CCCM-SO2801-0141,Lower Juba,Kismaayo,Warshada D,-0.3509484,42.5451574
CCCM-SO2801-0175,Lower Juba,Kismaayo,Xarxaar,-0.3438467,42.5263665
CCCM-SO2801-0142,Lower Juba,Kismaayo,Yaaq,-0.3520416,42.530383
CCCM-SO2801-0331,Lower Juba,Kismaayo,Yaaq Halul,-0.3698934,42.5286631
CCCM-SO2801-0143,Lower Juba,Kismaayo,Yaman,-0.3407382,42.5634417
CCCM-SO2801-0144,Lower Juba,Kismaayo,Yaq Bishaaro,-0.3656502,42.5260728
CCCM-SO2801-0163,Lower Juba,Kismaayo,Yaq Calolweyn,-0.345101,42.528083
CCCM-SO2801-0146,Lower Juba,Kismaayo,Yaqshabeel,-0.3622802,42.5290361
CCCM-SO2801-0164,Lower Juba,Kismaayo,Yontoy Idp,-0.1164118,42.5607351
CCCM-SO1401-0001,Sool,Laas Caanood,Afgooye,8.296408052,47.49622677
CCCM-SO1401-0015,Sool,Laas Caanood,Baraan Primary School,8.2406549,47.2302553
CCCM-SO1401-0014,Sool,Laas Caanood,Boarding Kalabaydh,8.220727,47.2382559
CCCM-SO1401-0025,Sool,Laas Caanood,Boocame,8.3975251,47.9386301
CCCM-SO1401-0002,Sool,Laas Caanood,Canjiid,8.582436211,47.26048927
CCCM-SO1401-0004,Sool,Laas Caanood,Daami,8.472470691,47.36060467
CCCM-SO1401-0019,Sool,Laas Caanood,Dan,8.1566698,47.689347
CCCM-SO1401-0016,Sool,Laas Caanood,Dawlada Hoose Kalabaydh,8.2398475,47.2299718
CCCM-SO1401-0005,Sool,Laas Caanood,Dhaxag Iskuro / Dhagax Iskaraw / Dhagax Isgura,8.334214686,47.14815424
CCCM-SO1401-0021,Sool,Laas Caanood,Falaydhyaale ,8.5365727,48.0436223
CCCM-SO1401-0006,Sool,Laas Caanood,Gambadha,8.562529843,47.60136198
CCCM-SO1401-0022,Sool,Laas Caanood,Godqaboobe,8.5369963,47.9398657
CCCM-SO1401-0007,Sool,Laas Caanood,Higlo Fiqi,8.55590135,47.70677818
CCCM-SO1401-0017,Sool,Laas Caanood,Ibnu Cabaas Kalabaydh,8.2447918,47.2238513
CCCM-SO1401-0008,Sool,Laas Caanood,Kabaalka Xargaga,8.466326748,47.17817406
CCCM-SO1401-0018,Sool,Laas Caanood,Kalabaydh Sacendray School,8.234048,47.2211064
CCCM-SO1401-0024,Sool,Laas Caanood,Karin Dabaylwayn,8.116162,47.5357193
CCCM-SO1401-0023,Sool,Laas Caanood,Karin Karfood,8.1202548,47.7593644
CCCM-SO1401-0009,Sool,Laas Caanood,Qabribayax,8.317971823,47.47685936
CCCM-SO1401-0020,Sool,Laas Caanood,Qoriley,8.0032218,47.5647945
CCCM-SO1401-0011,Sool,Laas Caanood,Shululux,,
CCCM-SO1401-0012,Sool,Laas Caanood,Tuulo Samo Kaab,8.695775277,47.08080054
CCCM-SO1401-0013,Sool,Laas Caanood,Yeyle / Dan-Wadaag,,
CCCM-SO1503-0001,Sanaag,Laasqoray,Af Damal Haad,10.77539125,48.48059653
CCCM-SO1503-0002,Sanaag,Laasqoray,Bilcil,9.762669792,48.81651283
CCCM-SO1503-0003,Sanaag,Laasqoray,Caarshe,9.739546783,48.83874413
CCCM-SO1503-0004,Sanaag,Laasqoray,Ceelahelay / Ceel Lahelay / Ceel-Lahelay,10.6325443,48.78682411
CCCM-SO1503-0005,Sanaag,Laasqoray,Dildishe / Dildishi,9.732723701,48.81736562
CCCM-SO1503-0006,Sanaag,Laasqoray,Gumar,10.70104521,48.48791197
CCCM-SO1503-0007,Sanaag,Laasqoray,Laako,10.72581536,48.58849098
CCCM-SO1503-0008,Sanaag,Laasqoray,Laas Macaan,,
CCCM-SO1503-0009,Sanaag,Laasqoray,Manaa,,
CCCM-SO1503-0010,Sanaag,Laasqoray,Shacabka,,
CCCM-SO1503-0011,Sanaag,Laasqoray,Xubeera,,
CCCM-SO1503-0012,Sanaag,Laasqoray,Xubera / Higlo Deero,10.70231585,48.46126866
CCCM-SO1103-0001,Awdal,Lughaye,Duqaarayte,10.69015312,43.93528824
CCCM-SO1103-0002,Awdal,Lughaye,Garaaca,10.65560891,43.81016964
CCCM-SO1103-0003,Awdal,Lughaye,Gargaara,,
CCCM-SO1103-0004,Awdal,Lughaye,Geerisa,10.60748091,43.44019859
CCCM-SO1103-0005,Awdal,Lughaye,Ido Cadays,10.62409939,44.0361238
CCCM-SO1103-0006,Awdal,Lughaye,Karuure,10.75256901,43.59149493
CCCM-SO1103-0007,Awdal,Lughaye,Kilowle,10.55143534,43.8517581
CCCM-SO1103-0008,Awdal,Lughaye,Xajiinle,10.66621443,43.97809826
CCCM-SO2606-0014,Gedo,Luuq,Aarshaamo,3.7774533,42.5556299
CCCM-SO2606-0058,Gedo,Luuq,Akara,3.7789716,42.5491783
CCCM-SO2606-0015,Gedo,Luuq,Alle Qabe,3.7719449,42.5530793
CCCM-SO2606-0059,Gedo,Luuq,Babaa,3.7992549,42.5259665
CCCM-SO2606-0017,Gedo,Luuq,Banadir,3.7773366,42.5548762
CCCM-SO2606-0041,Gedo,Luuq,Banhadile,3.7779272,42.5349779
CCCM-SO2606-0062,Gedo,Luuq,Baraargaabo,3.7798171,42.5652353
CCCM-SO2606-0018,Gedo,Luuq,Bashiiro,3.774161,42.5554746
CCCM-SO2606-0019,Gedo,Luuq,Beer Bilcaan,3.7761682,42.5617433
CCCM-SO2606-0002,Gedo,Luuq,Boyle,3.7847665,42.5664768
CCCM-SO2606-0001,Gedo,Luuq,Busley,3.7806674,42.5595069
CCCM-SO2606-0022,Gedo,Luuq,Buurdhuuba,3.782978,42.5456525
CCCM-SO2606-0026,Gedo,Luuq,Dayax,3.7833633,42.545904
CCCM-SO2606-0024,Gedo,Luuq,Diinsoor,3.7794173,42.5434524
CCCM-SO2606-0004,Gedo,Luuq,Dogob,3.7965533,42.520125
CCCM-SO2606-0003,Gedo,Luuq,Duyacley,3.7794173,42.5434524
CCCM-SO2606-0005,Gedo,Luuq,Galun,3.794925,42.545904
CCCM-SO2606-0006,Gedo,Luuq,Garmadow,3.7936535,42.5242359
CCCM-SO2606-0060,Gedo,Luuq,Haji Dhere,3.8007454,42.523264
CCCM-SO2606-0028,Gedo,Luuq,Hilaac,3.7907905,42.5330497
CCCM-SO2606-0050,Gedo,Luuq,Kahweyna,3.7975126,42.5170939
